,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful,,,,,,,,,
7500,7500,bab****r55,female,0,0,2015/8/20,width:80%;,工作日去的，人非常少，感觉很好，在携程上买票可以省10元，而且可以到了再买，挺方便的！,有用 （3）,,,,,,,,,
7501,7501,bab****r55,female,0,0,2017/3/8,width:100%;,携程买票方便，工作日去的，随便走走，人不多。,有用 （1）,,,,,,,,,
7515,7515,d36****42,female,0,0,2016/9/5,width:100%;,性价比不太高，觉得可以再便宜二十块钱，因为没有什么花费，就是看看景，喝点酒，不过，小城堡但是挺有味道的，休闲逛逛还是可以去看看的,有用 （0）,,,,,,,,,
7525,7525,M94****60,female,0,0,2016/11/15,width:100%;,好酒配美景。个性化的定制服务套票包括参观酒窖、品尝两款美酒、自己灌装白兰地酒和制作照片纪念葡萄酒。棒棒哒！,有用 （0）,,,,,,,,,
7531,7531,湖绿紫,female,2,7,2016/6/15,width:80%;,买了120的套票，印画的红酒价值39元，所以就是多花二十几块钱印个照片，大城堡里面没啥转的，最好在门口游客中心买酒，还赠送个小瓶城堡里面买没有。,有用 （0）,,,,,,,,,
7534,7534,紫微0312,female,0,0,2015/10/8,width:100%;,第一次在携程上订门票  感觉非常不错 在携程上订票特别方便 手机操作几秒钟就搞定 到酒庄前台兑票也超快捷 两秒钟就完事了 走京承高速很方便 好找 出了京承就到了 酒庄里面很大 宽阔 视线好  免费品尝红酒和香槟也不错 买了两瓶自己喝 送人都合适  地下酒庄还是挺壮观的 自灌的白兰地 还能写上自己名字  这种亲手制作的感觉还是不错 体验挺好的 下次再订门票还选携程 平时出门订酒店都是选携程  品质就是好  用着放心 门票以后也就选携程,有用 （4）,,,,,,,,,
7557,7557,139****0976,female,0,0,2016/8/16,width:100%;,很实在的景点，性价比比较高，比较好的休闲游的景点，里面的景点食物等也很实在，还是不错的,有用 （0）,,,,,,,,,
7559,7559,M94****60,female,0,0,2016/11/15,width:100%;,好景配美酒，个性化套票中包含的品尝葡萄酒、自灌白兰地和照片纪念版葡萄酒。别样的体验。,有用 （0）,,,,,,,,,
7562,7562,M69****83,female,0,0,2017/3/8,width:100%;,陪爸妈在施华洛定的婚纱照外景拍摄，我们订的门票，挺好的，能用,有用 （0）,,,,,,,,,
7574,7574,137****7876,female,0,0,2016/12/1,width:100%;,本想着出北京 却看到这个酒庄就决定北京周边小游 进去真的很大很漂亮 但是城堡略有失望 有点简陋 不过套票很值 有三瓶照片的红酒 纪念美好的时光,有用 （0）,,,,,,,,,
7577,7577,M94****60,female,0,0,2016/11/15,width:100%;,好酒配美景。个性化的定制服务套票包括参观酒窖、品尝两款美酒、自己灌装白兰地酒和制作照片纪念葡萄酒。棒棒哒！,有用 （0）,,,,,,,,,
7578,7578,M94****60,female,0,0,2016/11/15,width:100%;,好景配美酒，个性化套票中包含的品尝葡萄酒、自灌白兰地和照片纪念版葡萄酒。别样的体验。,有用 （0）,,,,,,,,,
7582,7582,m18****956,female,0,0,2016/11/9,width:100%;,景色不够好，亲子活动不多，老人喜欢。这个时间去没有什么可看的，周边吃饭的少，餐馆不多，路挺好走的，要是有优惠还可以。进门时出示的票，管理人员服务意识很差，有些项目问他们半天也不清楚，结果有些票里包含的项目错过没体验成,有用 （0）,,,,,,,,,
7585,7585,_qcs1****7380,female,0,0,2016/10/18,width:80%;,景点还是不错的，觉得价格偏高了。跟家人孩子玩的很开心，还买了酒，像这样本来就可能消费的地方，门票价格确实有点高了,有用 （0）,,,,,,,,,
7588,7588,裘球汀,female,0,0,2016/10/14,width:100%;,这次预定的是个性化联票，酒庄很不错，去了酒窖，还能自己灌装一瓶小小的白兰地，感觉蛮好玩的，还有一瓶个性化照片的红酒，就算不想喝，都可以放在家里装饰用，爽啦~可惜选的日子不太好，那天刚好下雨了~哈哈哈,有用 （0）,,,,,,,,,
7601,7601,139****0243,female,0,0,2016/10/3,width:80%;,门票标价80 携程买65 老年证儿童30 顺导航很方便找到 院内景色不错 可以人不多 已经在点评上评论过无奈不能copy这里只得随便写这两句 总结已在题目上陈述,有用 （0）,,,,,,,,,
7613,7613,piggy-猪猪,female,0,0,2016/9/18,width:80%;,山顶的城堡在路边就可以看到，很大很漂亮，通往城堡的路上都是葡萄架，环境很好，还有核林小镇，有漂亮的房子，拍照的地方，城堡地下有酒窖，门票还可以去品酒，回来的路上路过鹅湖，林荫小道。景区不大，逛着不累，票有点贵。,有用 （0）,,,,,,,,,
7630,7630,d36****42,female,0,0,2016/9/5,width:100%;,性价比不太高，觉得可以再便宜二十块钱，因为没有什么花费，就是看看景，喝点酒，不过，小城堡但是挺有味道的，休闲逛逛还是可以去看看的,有用 （0）,,,,,,,,,
7640,7640,139****0976,female,0,0,2016/8/16,width:100%;,很实在的景点，性价比比较高，比较好的休闲游的景点，里面的景点食物等也很实在，还是不错的,有用 （0）,,,,,,,,,
7641,7641,M21****297,female,0,0,2016/8/16,width:100%;,方便快捷。电子票不用排队 随时可以用 家庭游玩方便 大人小孩都有优惠  ..................................,有用 （0）,,,,,,,,,
7643,7643,_yt5****024,female,0,0,2016/8/15,width:80%;,门票太贵了，不值？但是送一瓶印着一家照片的酒，这个还是不错的。里面没有葡萄吃……,有用 （0）,,,,,,,,,
7650,7650,蟹蟹,female,9,0,2016/8/5,width:100%;,买的120元套票.里面有两瓶酒.地下大酒窖不错…很凉快.但是来一次知道怎么回事儿就好了.,有用 （0）,,,,,,,,,
7654,7654,190****620,female,0,0,2016/7/29,width:80%;,门票不算便宜，个人感觉景色很美，但是没有太多可供游览的，性价比一般吧。,有用 （0）,,,,,,,,,
7673,7673,139****3765,female,0,0,2016/6/17,width:100%;,价格便宜，很值得一去的，地方很大孩子玩得很开心！不错，不错，不错，不错！！！！！,有用 （0）,,,,,,,,,
7674,7674,湖绿紫,female,2,7,2016/6/15,width:80%;,买了120的套票，印画的红酒价值39元，所以就是多花二十几块钱印个照片，大城堡里面没啥转的，最好在门口游客中心买酒，还赠送个小瓶城堡里面买没有。,有用 （0）,,,,,,,,,
7698,7698,139****0874,female,0,0,2016/1/19,width:100%;,网上预订方便快捷，经济实惠。取票方便，和爱人一起愉快的出行，下次还会继续光顾携程。,有用 （0）,,,,,,,,,
7702,7702,158****3673,female,0,0,2015/12/28,width:80%;,开车很方便，主楼也很漂亮，就是冬季里面什么也没有，只能在大楼里看看地下大酒窖，感觉淡季票价还是有点高。,有用 （0）,,,,,,,,,
7721,7721,朵朵520,female,0,0,2015/10/13,width:100%;,很值得一去的古堡！景色优美！葡萄美味，就是采摘价格贵，非常贵！！！啊啊啊啊啊啊啊啊啊,有用 （0）,,,,,,,,,
7730,7730,M17****800,female,0,0,2015/9/30,width:100%;,环境很好，秋天带孩子去挺不错的。只是小孩能玩的地方不多。葡萄长廊上挂着很多葡萄，打了很多农药，只能看不能摘，用锦绣山河的年票合适些。去的话可以把旁边的其他景点一起玩了，只是这里没多久就看完了。,有用 （0）,,,,,,,,,
7737,7737,安妮pricess,female,6,3,2015/9/2,width:80%;,还不错。可以再去，性价比还是很高的未来还会推荐朋友,有用 （0）,,,,,,,,,
7742,7742,109****171,female,0,0,2015/8/26,width:80%;,定的套票 但是因为去晚了 没有摘到葡萄 过几天还想再去一次 景色不错 但是感觉可以游览的内容不多 里面有一点小孩玩的项目 也比外面的贵些,有用 （0）,,,,,,,,,
7753,7753,303805540,female,3,23,2015/8/6,width:100%;,第二次来这里！交通：京承高速“密三路”17出口出，左转直行，第一个路口右转即到！非常方便！不是广告，是分享给开车找不到路滴小伙伴们！门票：现场买60元/人，携程50；儿童如果没超1.3米免费，“记住要到售票处换取免费儿童票”否则不让进的哦！庄园分四大块：1、没记住多少亩的葡萄地，到处是????????；2、很大的欧式建筑是酒庄，包含地下酒窖、展览馆、品酒学习酒文化、葡萄酒生产设备区；3、欧式风格建筑小镇，这里有很多咖啡厅、也有酒店，最适合拍照了，哈哈！现讲这么多，小伙伴们大概了解一下，还是需要自己去体验体会的！,有用 （0）,,,,,,,,,
7762,7762,M21****510,female,0,0,2015/7/24,width:100%;,携程买了一张，另外一张大中小学生可以用学生证买30元半价票，不过不能品酒灌酒。酒庄很大，到处都是葡萄，去的时候人比较少，还不错。,有用 （0）,,,,,,,,,
7767,7767,_WB1****4720,female,0,0,2015/7/6,width:40%;,团购了两张门票，因为别的原因没去成，退款退了一个多月就是退不下来，给酒庄的工作人员差评！！！,有用 （0）,,,,,,,,,
7771,7771,amy旅者在路上,female,15,1425,2015/6/23,width:100%;,这个酒庄很大，进去参观是要收取门票的，里面有一个葡萄长廊，是这里种的葡萄，这里像一个欧洲的小镇。,有用 （0）,,,,,,,,,
7783,7783,139****9734,female,0,0,2015/5/7,width:100%;,还不错，土洋土洋的感觉，现场品鉴的葡萄酒不错，现打的白兰地不错，酒窖里卖的酒可就相当一般了，还有老人如果够60又不喝酒建议去现场买30元的票合适。总之，葡萄成熟时还要去。,有用 （0）,,,,,,,,,
7793,7793,Theresa0912,female,2,961,2015/3/27,width:100%;,好地方啊，因为有锦绣江山年票，每年都要来，里面景色宜人，酒不贵，还能摘葡萄，很好,有用 （0）,,,,,,,,,
7794,7794,136****8502,female,0,0,2015/3/25,width:80%;,如果是秋季，葡萄收货的季节，还是会觉得很值的。其他时间也还好。因为我们就在密云住，过去很快。还好。如果从北京过来，现在的季节，门票再不打折，就。。。,有用 （0）,,,,,,,,,
7801,7801,M10****523,female,0,0,2014/12/18,width:80%;,玩的地方少。只是走走看看建筑 看看风景，地方不算很大 ，吃的东西很少，性价比不高。,有用 （0）,,,,,,,,,
7804,7804,风中的美丽,female,0,0,2014/12/11,width:80%;,这里免费停车场。儿童半票。园内有水有城堡有地窖，适合拍照。空气清新，弥漫着葡萄的香味。,有用 （0）,,,,,,,,,
7820,7820,期望行走在路上,female,0,6,2014/7/29,width:60%;,张裕爱斐堡国际酒庄其实个人觉得还挺不错的，建议在携程购票非常方便，验票很快,有用 （0）,,,,,,,,,
7844,7844,25310520,female,2,1,2014/5/13,width:80%;,进庄园看景免费，进城堡及品酒才要40门票。园内风景不错，天气好的话在园中散步是享受。,有用 （0）,,,,,,,,,
7897,7897,卖衣服的小女孩,female,0,0,2017/4/3,width:100%;,值得去一下 看一下以前地主的富足生活 艾玛 少买一张票 补上,有用 （10）,,,,,,,,,
7918,7918,卖衣服的小女孩,female,0,0,2017/4/3,width:100%;,去年清明一大家人一起去的 因为换手机 软件也卸载了 今年清明买票看见 就来评论了 比景区买票合适多了 看出了地主家有钱啊 哈哈 建筑都保留的很好 值得去看一下 就不剧透了哈哈 自己去玩吧！,有用 （6）,,,,,,,,,
7928,7928,捷程猫Q,female,0,0,2016/9/7,width:60%;,吸取了中国北方民族建筑艺术风格的优秀建筑成果，具有极高的艺术价值和丰富的历史文化内涵。有“中国民间小故宫”之称的牟氏庄园系统地展现了封建地主阶级产生、发展及其灭亡过程，是一部反映封建地主阶级生活的“实物百科全书”。,有用 （6）,,,,,,,,,
7932,7932,悠然自得,female,0,0,2018/5/11,width:60%;,庄园能让人感受到牟墨林的能力，且能感受到他的智慧！但門票偏贵了,有用 （5）,,,,,,,,,
7949,7949,Gloria,female,0,0,2017/3/22,width:60%;,不是周末去的，所以人也不是很多，门口提前预订的门票，在门口换票的时候简直是无语。有一女的 短发微胖，态度相当之蛮横，丝毫没有一点服务意识，如果服务有评价，一定给差评。,有用 （4）,,,,,,,,,
7950,7950,e08****61,female,0,0,2017/3/11,width:100%;,天气晴朗，游玩开心，在携程买门票也便宜！,有用 （4）,,,,,,,,,
7954,7954,绕雪倚蝶,female,0,0,2017/3/1,width:100%;,早上早早的买票，到了之后换票过程很方便，不需要排队。,有用 （4）,,,,,,,,,
7974,7974,白云1203,female,12,64,2019/8/13,width:100%;,门票有点贵，网上稍便宜5元，但是要买好2小时后才能使用，这个规定有点霸道。因临时决定去，所以不能在网上购买，只能70元。牟氏庄园还是蛮直去看的，是保存非常完好大地主院子，建筑简朴又雄伟，房子的间数有400多，每天走一间一年也走不完。,有用 （2）,,,,,,,,,
7976,7976,zh****ule,female,0,0,2019/5/3,width:100%;,比较有特色的大院推荐你选择导游有导游介绍敷效果会很好，感觉比10年前扩建了一下就说有特点的东西没有太明没有像以前那么明确了，女人还是不错五一大假人比较多，门票原价是&#165;70每人价格略贵，其他还是不错。,有用 （2）,,,,,,,,,
7988,7988,M26****1624,female,0,0,2018/2/21,width:100%;,景色优美，趣味性强。性价比很高,有用 （2）,,,,,,,,,
8016,8016,蘑菇boom,female,2,0,2017/5/28,width:80%;,门票提前一天能优惠些，在烟台市栖霞，开车大概两个小时，是个以前的大财主。可以带小朋友过来多了解了解别人的家族发家史。能够做到这种程度也说明了过去人们做事有规有矩。,有用 （2）,,,,,,,,,
